id,name,enrollment
18823,2024 Fall - PSY 1330-3 - General Psychology,32
18824,2024 Fall - MUS 5620-1 - Individual Music Lessons: Cello,0
18825,2024 Fall - PSY 1420-1 - Brain and Behavior,30
18826,2024 Fall - PSY 1440-1 - Lifespan Development,31
18827,2024 Fall - MUS 5630-1 - Individual Music Lessons: Jazz Guitar/Electric Bass,0
18828,2024 Fall - PSY 1480-1 - Psychopathology,32
18829,2024 Fall - MUS 5635-1 - Individual Music Lessons: Double Bass,0
18830,2024 Fall - PSY 1480-2 - Psychopathology,33
18831,2024 Fall - MUS 5640-1 - Individual Music Lessons: Trumpet,0
18832,2024 Fall - PSY 3350-1 - Research Methods in Psychology,17
18833,2024 Fall - MUS 5650-1 - Individual Music Lessons: French Horn,0
18834,2024 Fall - PSY 3350-2 - Research Methods in Psychology,12
18835,2024 Fall - MUS 5660-1 - Individual Music Lessons: Trombone,0
18836,2024 Fall - PSY 3420-1 - Cognitive Neuroscience,21
18837,2024 Fall - PSY 3800-1 - Social Psychology,25
18838,2024 Fall - MUS 5670-1 - Individual Music Lessons: Tuba/Euphonium,0
18839,2024 Fall - PSY 3840-1 - Addictive Disorders,29
18840,2024 Fall - MUS 5690-1 - Individual Music Lessons: Harp,0
18841,2024 Fall - PSY 5440-1 - Childhood and Society,12
18842,2024 Fall - MUS 5700-1 - Individual Music Lessons: Percussion,0
18843,2024 Fall - CJFS 3810-1 - Topics in Criminal Justice: Transnational Crime,0
18844,2024 Fall - MUS 5705-1 - Individual Music Lessons: Jazz Drumming,0
18845,2024 Fall - PSCI 3980/CJFS 3810 - Transnational Crime,26
18846,2024 Fall - ART 1140-1 - Drawing from Life,15
18847,2024 Fall - MUS 5710-1 - Individual Music Lessons: Composition-Popular & Classical,0
18848,2024 Fall - GED 7851-1 - Teaching Science in the Elementary School,20
18849,2024 Fall - MUS 5720-1 - Individual Music Lessons: Composition-Sound Design,0
18850,2024 Fall - GED 7857-1 - Teaching Communication Arts and Literature in the Middle and Secondary School Part I,9
18851,2024 Fall - MUS 5730-1 - Individual Music Lessons: Composition-Jazz,0
18852,2024 Fall - GED 7858-1 - Teaching Social Studies in the Middle and Secondary School Part I,7
18853,2024 Fall - PSY 3450-1 - Adult Development and Aging,26
18855,2024 Fall - GED 7852-1 - Teaching Mathematics in the Elementary School,16
18856,2024 Fall - GED 7867-1 - Theory to Practice,15
18857,2024 Fall - GED 7879-1 - Teaching Mathematics and Science in the Middle and Secondary School Part I,11
18859,2024 Fall - GED 7885-1 - Student Teaching Elementary K-6,5
18860,2024 Fall - CHIN 3610-1 - Chinese for the Professional,7
18861,2024 Fall - GED 7886-1 - Student Teaching Special Education K-12,2
18862,"2024 Fall - LGST 3200-1 - Law, Life, Work & Well-Being",21
18863,2024 Fall - GED 7894-1 - Secondary Student Teaching 9-12,1
18864,2024 Fall - ECST 1100-1 - Introduction to Environmental and Climate Studies,24
18865,2024 Fall - GED 7895-1 - Student Teaching Secondary 5-12,16
18866,2024 Fall - ESL 7775-1 - ESL Methods I,17
18867,2024 Fall - GED 7896-1 - Student Teaching K-12,3
18868,2024 Fall - GED 7897-1 - Middle-Level Student Teaching 5-8,1
18869,2024 Fall - ANTH 1160-1 - Introduction to Anthropology,30
18870,2024 Fall - FIN 3100-1 - Foundations of Finance,23
18871,2024 Fall - ANTH 1160-2 - Introduction to Anthropology,28
18873,2024 Fall - ANTH 3610-1/ANTH 1980-2 - Ethnographic Research Methods,21
18875,2024 Fall - ANTH 3710-1 - Human Osteology and Skeletal Identification,22
18876,2024 Fall - FIN 3730-1 - Corporate Finance,13
18877,2024 Fall - ANTH 3710-L1 - LAB: Human Osteology and Skeletal Identification,22
18878,2024 Fall - ACCT 3040-1 - Securities and Exchange Commission (SEC) Regulations and Reporting,17
18879,2024 Fall - ANTH 3060-1 - Topics in Biological Anthropology: Bioarchaeology of Mummies,15
18881,2024 Fall - ACCT 5040-1 - Auditing,9
18882,2024 Fall - ANTH 1600-1 - Anthropocene: Culture and Climate Change,35
18883,2024 Fall - GED 7871-1 - Teaching Literacy in the Middle and Secondary School 5-12,11
18884,2024 Fall - ANTH 3071-1 - Environmental Conflict and Collective Violence,22
18886,2024 Fall - ECON 3820-1 - Econometrics,18
18887,2024 Fall - ACCT 1310-2 - Financial Reporting,0
18889,2024 Fall - QMBE 3740-1 - Data Mining,17
18890,2024 Fall - CHEM 1130-1 - General Chemistry I,35
18891,2024 Fall - CHEM 1130-2 - General Chemistry I,40
18892,2024 Fall - EDU 3260-1 - Theory to Practice,11
18893,2024 Fall - CHEM 1130-3 - General Chemistry I,37
18894,2024 Fall - CHEM 1130-4 - General Chemistry I,32
18895,2024 Fall - CHEM 1130-L1 - LAB: General Chemistry I,18
18896,2024 Fall - PSCI 3740-1 - Political Psychology,25
18897,2024 Fall - CHEM 1130-L2 - LAB: General Chemistry I,20
18898,"2024 Fall - GED 8220-1 - Policy, Leadership, and Advocacy in Education",18
18899,2024 Fall - CHEM 1130-L3 - LAB: General Chemistry I,14
18900,2024 Fall - GED 8400-1 - Capstone Design,17
18901,2024 Fall - CHEM 1130-L4 - LAB: General Chemistry I,16
18902,2024 Fall - GED 8400-2 - Capstone Design,15
18903,2024 Fall - CHEM 1130-L5 - LAB: General Chemistry I,17
18904,2024 Fall - LANG 8300-1 - The Nature of Literacy Learning and Effective Instructional Practices,6
18905,2024 Fall - CHEM 1130-L6 - LAB: General Chemistry I,11
18907,2024 Fall - CHEM 1130-L7 - LAB: General Chemistry I,17
18908,2024 Fall - CHEM 1130-L8 - LAB: General Chemistry I,19
18909,2024 Fall - LANG 8330-1 - Identifying and Meeting Student Needs: Formative and Summative Reading Assessments and Interventions,9
18910,2024 Fall - CHEM 3330-1 - Instrumental Methods,8
18911,2024 Fall - LANG 8350-1 - Advanced Literacy Leadership,6
18912,2024 Fall - CHEM 3450-1 - Organic Chemistry I,26
18913,2024 Fall - CHEM 3450-2 - Organic Chemistry I,33
18914,2024 Fall - CHEM 3450-L1 - LAB: Organic Chemistry I,11
18915,2024 Fall - LANG 8360-1 - Advanced Practica in Literacy Leadership,1
18916,2024 Fall - CHEM 3450-L2 - LAB: Organic Chemistry I,7
18917,2024 Fall - ACCT 3050-1 - Federal Individual Taxation,23
18918,2024 Fall - CHEM 3450-L3 - LAB: Organic Chemistry I,14
18919,2024 Fall - CHEM 3450-L4 - LAB: Organic Chemistry I,12
18920,2024 Fall - CHEM 3450-L5 - LAB: Organic Chemistry I,15
18921,2024 Fall - CHEM 3550-1 - Thermochemistry,11
18923,2024 Fall - CHEM 3840-1 - Inorganic Chemistry,4
18925,2024 Fall - CHEM 3840-L1 - LAB: Inorganic Chemistry,4
18926,2024 Fall - GED 8126 -1 - Additional Leadership,0
18927,2024 Fall - CHEM 3940-1 - Advanced Laboratory Techniques,8
18928,2024 Fall - GED 8126/8136/8146 - Additional Leadership,1
18929,2024 Fall - CHEM 5950/5951/5960 - Chemistry Seminar,9
18930,2024 Fall - GED 8146-1 - Additional Leadership Assessment: Special Education Director,0
18931,2024 Fall - CHEM 5951-1 - Chemistry Seminar B,0
18932,2024 Fall - GED 8142-1 - Education Law and Ethics,20
18933,2024 Fall - CHEM 5960-1 - Capstone Seminar,0
18935,2024 Fall - ECON 1100-1 - Principles of Economics,34
18937,2024 Fall - ECON 1100-2 - Principles of Economics,33
18938,"2024 Fall - ECON 1500-1 - Methods and Modeling for Economics, Finance, and Analytics",28
18940,2024 Fall - GED 8177/8187 - Field Experience III: Exit,5
18941,2024 Fall - GED 8197-1 - Director Field Experience III: Exit,3
18942,2024 Fall - BIOL 3100-1/ NEUR 3400-1 - Neurobiology,19
18943,2024 Fall - BIOL 3100-L1/ NEUR 3400-L1 - LAB: Neurobiology,19
18944,2024 Fall - CJFS 3980-2/3460-2 - Special Topics: Criminal Investigations,35
18945,2024 Fall - CJFS 3460-2 - Topics in Forensic Science: Criminal Investigations,0
18946,"2024 Fall - REL 1980-1 - Special Topics: Race, Religion, and America's Future",32
18947,"2024 Fall - REL 1630-1 - Religions of South Asia: The Traditions of India, Pakistan, and Beyond",11
18948,2024 Fall - GED 8600-1 - Equitable Innovation and Transformation: Skills and Strategies for K12 Educational Leaders,17
18949,2024 Fall - GED 8187-1 - Superintendent Field Experience III: Exit,0
18952,2024 Fall - ENCM 3200-1 - Topics in Media Studies: Media in Global Perspective,23
18953,2024 Fall - REL 1560-1 - Islam and the Muslim World,24
18954,2024 Fall - ART 3490-1 - Digital Fabrication II,1
18955,2024 Fall - GED 7852L-L1 - Lab: Teaching Mathematics in the Elementary School,14
18956,2024 Fall - GED 7852L-L2 - Lab: Teaching Mathematics in the Elementary School,2
18958,2024 Fall - NSEE 8110-1 - Foundations of Environmental Education,15
18959,2024 Fall - MUS 1046-1/CEPD 1046-1 - Business and Marketing in the Music Industry,16
18960,2024 Fall - PSY 1420-2 - Brain and Behavior,37
18961,2024 Fall - ARTH 1710-1 - Visual Constructions of Gender,19
18962,2024 Fall - GED 8504/GED 8516 - Educational Organizations/Equity and Social Justice Policy,18
18963,2024 Fall - GED 8516-1 - Equity and Social Justice Policy,0
18964,2024 Fall - CJFS 1120-2 - Crime and Justice in America,30
18966,2024 Fall - CJFS 1120-4 - Crime and Justice in America,33
18967,2024 Fall - CJFS 1120-5 - Crime and Justice in America,29
18968,2024 Fall - ECON 3980-1 - Special Topics: Introduction to International Economics,8
18969,"2024 Fall - ANTH 1500-1/ ECST 1500-1 - Environment, Justice, and Well-Being",39
18970,2024 Fall - FIN 3700-1 - Financial Markets and Institutions,13
18972,2024 Fall - SPED 7930-1 - Special Education Evaluation and Assessment,23
18978,2024 Fall - WRIT 3980-1 - Special Topics: Haunted Writing & Haunted Writers,22
18981,2024 Fall - EDU 3260-L1 - LAB: Theory to Practice,11
18985,2024 Fall - GED 8490-2 - Capstone Project,11
18987,2024 Fall - ASL 101A-A - (AC) Beginning ASL I,1
18989,2024 Fall - PSCI 5000-AO - Senior Seminar,1
18991,2024 Fall - ENCM 1220-2 - Introduction to English Studies: Asian American Literatures,22
18994,2024 Fall - ENCM 5900-CJ - Senior Seminar,1
18995,2024 Fall - CHIN 3110-SC - Intermediate Chinese I,0
18996,2024 Fall - ANTH 4030-BH - Apprentice Teaching,1
18997,2024 Fall - ANTH 4030-MS - Apprentice Teaching,1
18998,2024 Fall - ANTH 4030-BH2 - Apprentice Teaching,1
18999,2024 Fall - URB 111A-A - (AC) City Life: Introduction to Urban Sociology,1
19000,2024 Fall - ENCM 1700-2 - Argumentation and Advocacy,23
19002,2024 Fall - ART 3500-JS - Printmaking II,1
19004,2024 Fall - PSCI 461A-A - (AC) Topics: U.S. Foreign Policy,1
19009,2024 Fall - WRIT 8491-1 - Thesis I,1
19010,2024 Fall - WRIT 8491-2 - Thesis I,1
19011,2024 Fall - WRIT 8491-3 - Thesis I,1
19012,2024 Fall - WRIT 8491-4 - Thesis I,1
19013,2024 Fall - WRIT 8491-5 - Thesis I,1
19014,2024 Fall - WRIT 8491-6 - Thesis I,1
19015,2024 Fall - WRIT 8491-7 - Thesis I,1
19016,2024 Fall - WRIT 8491-8 - Thesis I,1
19019,2024 Fall - GIST 1910-3 - Introduction to Global and International Studies,21
19025,2024 Fall - PSY 1330-A-1 - General Psychology,0
19043,2024 Fall - MATH 114T-01 - (ST) Calculus II,0
19044,"2024 Fall - FSEM 1010-3 - FYSem: Ugh, Who Cares?: Studies in “Self-Care,” Burn-Out, and Grind Culture",20
19045,2024 Fall - FSEM 1010-4 - FYSem: Into the Wild,19
19046,2024 Fall - FSEM 1010-5 - FYSem: Examining East Asian Politics Through the Lens of Movies,19
19047,2024 Fall - FSEM 1010-6 - FYSem: The Classic Rock Era of Music,19
19048,2024 Fall - FSEM 1010-7 - FYSem: Math Therapy,20
19049,"2024 Fall - FSEM 1010-8 - FYSem: Structures in Music, Space, and Social Interaction",19
19050,2024 Fall - EDU 5880-LB - Preparing for a Career in Education,1
19053,2024 Fall - FSEM 1010-14 - FYSem: Exploring Representations of Mental Health and Mental Illness in Popular Media,21
19054,2024 Fall - FSEM 1010-15 - FYSem: Protecting our Planet through Chemistry,19
19055,2024 Fall - FSEM 1010-16 - FYSem: Sparking Joy: Studying Happiness and Health,20
19056,"2024 Fall - FSEM 1010-17 - FYSem: Conspiracy Culture: Misinformation, Disinformation and the Politics of Truth",19
19057,2024 Fall - FSEM 1010-18 - FYSem: The Insurgent Multiculturalism of Beloved Community,20
19058,"2024 Fall - FSEM 1010-19 - FYSem: Ethics, Technology, and the Future",18
19059,2024 Fall - FSEM 1010-20 - FYSem: YA Fantasy Fiction Across Cultures,20
19060,2024 Fall - FSEM 1010-21 - FYSem: Images of Resistance: Visual Art and Social Activism,18
19061,2024 Fall - FSEM 1010-22 - FYSem: Mind-Altering Arguments,20
19062,2024 Fall - FSEM 1010-23 - FYSem: The Golden Age of Hollywood,18
19076,2024 Fall - BUS 340A-A - (AC) Human Resource Management,1
19083,2024 Fall - DMPS 8995-KN - Dissertation V,1
19133,2024 Fall - GSTD 4024-1 - Study Abroad: Exchange: Hamline at Konkuk University,4
19134,2024 Fall - GSTD 4021-1 - Study Away: ISA in Peru,1
19135,2024 Fall - GSTD 4021-2 - Study Away: ISA in Costa Rica,1
19136,2024 Fall - GSTD 4022-1 - ISEP: Netherlands - Leiden University,1
19137,2024 Fall - GSTD 4022-2 - ISEP: Brazil,1
19153,2024 Fall - FSEM 1010-9 - FYSem: Slavery: The US and Beyond,20
19154,"2024 Fall - FSEM 1010-13 - FYSem: Cultivating Growth: Mindfulness, Meditation, and Leadership Development",18
19155,2024 Fall - FSEM 1010-10 - FYSem: Not Safe for the Kids!,19
19156,2024 Fall - FSEM 1010-11 - FYSem: Jedi Mind Tricks,18
19157,"2024 Fall - FSEM 1010-12 - FYSem: She Scores, We All Win: Empowering Women in Sports Through Activism",18
19161,2024 Fall - FSEM 1010-24 - FYSem: Pipers & Dragons: Multidisciplinary Perspectives on Fantasy Role-Playing Games,20
19167,2024 Fall - FSEM 1010-25 - FYSem: The Making of a Doctor,20
19172,2024 Fall - ARTH 150T-W08 - (ST) Explorations in Art History,1
19204,2024 Fall - MUS 3120-0CR/1CR - A Cappella Choir,46
19205,2024 Fall - MUS 3120-1CR - A Cappella Choir,0
19206,2024 Fall - MUS 3140-0CR/1CR - Hamline Wind Ensemble,33
19207,2024 Fall - MUS 3140-1CR - Hamline Wind Ensemble,0
19208,2024 Fall - MUS 3150-0CR/1CR - Jazz Ensemble,14
19209,2024 Fall - MUS 3150-1CR - Jazz Ensemble,0
19210,2024 Fall - MUS 3160-0CR - Hamline Orchestra,6
19211,2024 Fall - MUS 3160-1CR - Hamline Orchestra,7
19212,2024 Fall - MUS 3170-0CR/1CR - Combos and Chamber Music,8
19213,2024 Fall - MUS 3170-1CR - Combos and Chamber Music,0
19222,2024 Fall - GED 8021-NSF - Designing Effective Learning Environments,18
19223,2024 Fall - BIOL 1510-3 - Integrated Concepts in Biology I,37
19224,2024 Fall - BIOL 1510-L6 - LAB: Integrated Concepts in Biology I,19
19225,2024 Fall - BIOL 1510-L7 - LAB: Integrated Concepts in Biology I,18
19233,2024 Fall - COSP 6998-1 - Teaching Reading to Adults,0
19235,2024 Fall - PSCI 1000-2 - Great Questions of Modern Politics,19
19248,2024 Fall - MUS 117T-L01 - (ST) Musicians: Among Kings & Rebels,1
19249,2024 Fall - MATH 279M-01 - (MC) Discrete Mathematics,1
19255,2024 Fall - CHEM 1130-L10 - LAB: General Chemistry I,12
19257,2024 Fall - ART 1970-CL - Independent Study: Digital Painting,1
19261,2024 Fall - PHIL 1980-A-1 - Special Topics: Ethics,2
19262,2024 Fall - BIOL 3980-A-1 - Special Topics: Introduction to Cell and Molecular Biology,1
19263,2024 Fall - MATH 3980-A-1 - Special Topics: Statistics,1
19265,2024 Fall - COMM 3360-A-1 - Interpersonal Communication,1
19266,2024 Fall - ESL 8120-1 - Pedagogical Grammar and Discourse,3
19270,2024 Fall - JAPN 101M-02/L3 - (MC) First Year Japanese I,1
19272,2024 Fall - CEPD 1040-1 - Music Technology for Creative Artists,0
19273,2024 Fall - CEPD 1041-1 - Audio Mixing,2
19274,2024 Fall - GED 8135-1 - The K-12 Principal,6
19275,ODC Student Orientation Fall 2024,19
19283,2024 Fall - MGMT 1200-2 - Business & Society,32
19284,2024 Fall - ANTH 1980-1 - Special Topics: The Bioarchaeology of Mummies,5
19285,2024 Fall - ANTH 1980-2 - Special Topics: Ethnographic Research Methods,0
19286,2024 Fall - ENCM 3980-MR - Special Topics: Horror Films: All of Us Monsters,4
19287,2024 Fall - ENCM 1980-1 - Special Topics: Writing for Social Change,6
19288,2024 Fall - Hist 1980-1/Hist 3910-1 - Wars and Reforms in the Russian Empire: From Czar to Red Czar,26
19289,2024 Fall - Hist 1980-2/Hist 3961-1 - Fascism: A Modern Idea,30
19292,2024 Fall - ENCM 5010-KD - Departmental Honors Project,1
19299,2024 Fall - GED 8497-SG - Independent Study,1
19301,2024 Fall - CEPD 1046-1 - Business and Marketing in the Music Industry,0
19309,2024 Fall - PBHL 3020-A-1 - Global Health I,1
19312,2024 Fall - COSP 7101-1 - SWEL Contextual Language Workshop,0
19313,2024 Fall - COSP 7102-1 - SWEL Professional Development Workshop,0
19314,2024 Fall - COSP 7103-1 - SWEL Coaching Workshop,0
19315,2024 Fall - CSPD 6098-1 - Math Institute,1
19317,2024 Fall - PHYS 1980-A-2 - Special Topics: General Physics I,1
19318,2024 Fall - PHYS 1980-A-3 - Special Topics: General Physics II,1
19319,2024 Fall - MATH 3980-A-2 - Special Topics: Statistics,1
19320,2024 Fall - WRIT 3970-JB - Independent Study: Novel Layout & Revision,1
19322,2024 Fall - LGST 8020-2 - Legal Writing and Research,15
19324,2024 Fall - MATH 373A-A - (AC) Probability Theory,1
19325,2024 Fall - SJSC 1980-A-1 - Special Topics: Introduction to Sociology,1
19326,2024 Fall - ANTH 3980-A-1 - Special Topics: Cultural Anthropology,1
19328,2024 Fall - CJFS 3970-SS - Independent Study: Mental Illness and Police Response,1
19332,2024 Fall - GED 8994-1 - Dissertation IV,1
19333,2024 Fall - SOC 277A-A - (AC) Introduction to Criminology,1
19334,2024 Fall - CJFS 3970-SS2 - Independent Study: Mental Illness and Criminal Justice,1
19335,2024 Fall - ACCT 1310-1 - Financial Reporting,64
19336,2024 Fall - ACCT 3010-1 - Intermediate Accounting I,14
19337,2024 Fall - FIN 3100-2 - Foundations of Finance,25
19338,2024 Fall - BIOL 1710C-D2/D53 - (SC) Foundations of Biology: Diversity and Evolution with Lab,1
19339,2024 Fall - GED 8993-1 - Dissertation III,1
19340,2024 Fall - CJFS 3980-A-1 - Special Topics: Restorative and Community Based Justice,1
19341,2024 Fall - LEAD 1010-A-2 - Leading Across Groups and Teams,0
19342,2024 Fall - HUM 3980-A-1 - Special Topics: Film Appreciation,1
19343,"2024 Fall - HUM 3980-A-2 - Special Topics: Art, Media Technology, and Culture",0
19344,2024 Fall - PPC 5910-1 - Senior Theatre Project and Seminar,1
19347,2024 Fall - ESL 8110-1 - Language and Society,10
19348,2024 Fall - ENCM 3970-KD - Independent Study: House of Nog - Irish MythWriting,1
19349,2024 Fall - PHIL 3970-JS - Independent Study: Metaphysics,0
19350,2024 Fall - PHIL 3970-JS2 - Independent Study: Ancient Greek Philosophy,0
19351,2024 Fall - PHIL 1650-JS - World Traditions: Ancient Greek Philosophy,1
19352,2024 Fall - PHIL 5560-JS - Metaphysics,1
19353,2024 Fall - GEOG 350T-L01 - (ST) Geography of Global Health,1
19354,2024 Fall - NSED 7042-DN1 - Principles of Interpretation,1
19357,2024 Fall - NSED 7030-EB1 - Fundamentals of Environmental Education Instruction,7
19358,2024 Fall - WGSS 205M-01 - (MC) Trans Theories and Politics,1
19359,2024 Fall - PSY 3990-PM - Psychology Internship: Mental Health Technician at Fraser,1
19362,2024 Fall - INTD 3990-JA - Internship: Mental Health Technician at Fraser,1
19363,2024 Fall - INTD 3990-CL - Internship: Food Resource Center at Hamline University,1
19364,2024 Fall - MATH 360A-A - (AC) Dynamical Systems,1
19367,2024 Fall - EXSC 3990-LS - Exercise Science Internship: InnerCity Tennis Instructor,1
19368,2024 Fall - MATH 230T-01 - (ST) Intro Applied Math,0
19369,2024 Fall - PSY 4010-SK - Collaborative Research: Addictive Disorders Research Lab: Prevention and Intervention,1
19370,2024 Fall - NEUR 5970-BJ - Independent Study: Assessing the Impact of Course-based Undergraduate Research on  First-Generation and Low-Income Students,1
19371,"2024 Fall - PHIL 5970-SK2 - Independent Study: Gender, Justice and Healthcare",1
19372,2024 Fall - PSY 3990-PM2 - Psychology Internship: Youth and Family Advocate at The Bridge for Youth,1
19373,2024 Fall - PSY 4030-EA - Apprentice Teaching,1
19374,2024 Fall - MATH 1970-KO - Independent Study: Statistical Machine Learning and Time Series Analysis,1
19376,2024 Fall - ANTH 3980-A-2 - Special Topics: Cultural Anthropology,0
19377,2024 Fall - CHEM 5965-FI - Chemistry Research Project: Photochemical Generation of Benzyne,1
19378,2024 Fall - ART 3970-JG - Independent Study: Building Interactive Websites,1
19380,2024 Fall - CHEM 5965-US - Chemistry Research Project: Studying PFAS Degradation Using Various Plasma Technologies,1
19381,2024 Fall - INTD 3990-CL2 - Internship: Hamline Food Resource Center Web Design,1
19382,2024 Fall - NSED 7195-PB - Nature-based Early Learning Leadership Project,1
19383,2024 Fall - INTD 5010-PB - Departmental Honors Project,1
19384,2024 Fall - ANTH 5010-BH - Departmental Honors Project,1
19394,2024 Fall - JAPN 407M-01 - (MC) Fourth Year Japanese I,1
19395,2024 Fall - INTD 3990-PM - Internship: Sweet Chocolat Head Chocolatier and Training Specialist,1
19396,2024 Fall - BIOL 3990-LH - Biology Internship: Forestry Field Technician,1
19397,2024 Fall - PSCI 3990-ZZ - Political Science Internship: International Institute of Minnesota,1
19398,2024 Fall - SJSC 5010-RL - Departmental Honors Project,1
19399,2024 Fall - GED 8489-MK - Curricular Practical Training Internship,0
19400,2024 Fall - ENCM 3970-MR - Independent Study: Exploration of Narrative Theory,1
19401,2024 Fall - CHEM 3965-SP - Chemistry Research Project: Site Suitability Assessment for Ciprofloxacin Analysis from Pharmaceuticals,1
19402,2024 Fall - CHEM 5965-US2 - Chemistry Research Project: Chemical Reaction Pathways for PFOA Degradation via Vold Pin to Water Discharge Plasma,1
19403,2024 Fall - CHEM 5965-US3 - Chemistry Research Project: Silver Nanoparticle Dispersed Hydrogel Synthesis via Cold Atmospheric Pressure Plasma,1
19404,2024 Fall - CHEM 3965-FI - Chemistry Research Project: Photochemical Generation of Benzyne,1
19405,2024 Fall - PBHL 4010-CV - Collaborative Research: Chemical Exposures in Personal Care Products,1
19406,2024 Fall - ANTH 3970-MS - Independent Study: Ethnographic Research into Inclusive Theatre,1
19407,2024 Fall - ANTH 3970-MS2 - Independent Study: Primate Thanatology,1
19408,2024 Fall - MATH 3990-KA - Mathematics Internship: Western National Insurance,1
19413,2024 Fall - INTD 5970-ML - Independent Study: Translanguaging Pedagogical Approach to Teaching,1
19414,2024 Fall - MUS 1110-A-1 - Roots of American Popular Music,1
19415,2024 Fall - INTD 3990-SK - Internship: Social Media,1
19416,2024 Fall - INTD 3990-JB - Internship: Digital Production and Programming at the Minnesota Historical Society,1
19417,2024 Fall - PSY 3990-PM3 - Psychology Internship: Mental Health Technician at Fraser,1
19418,2024 Fall - EXSC 3990-LS2 - Exercise Science Internship: Sports Therapy at Training Haus,1
19419,2024 Fall - PSY 3990-PM4 - Psychology Internship: Educational Support Professional for Kidstop at Rush Creek Elementary,1
19420,2024 Fall - PSY 1330-A-4 - General Psychology,1
19421,2024 Fall - INTD 3990-BM - Internship: Samah Home Health Care PCA,1
19422,2024 Fall - ECST 3990-VC - Environmental Studies Internship: Hamline Midway Coalition Environment Committee,1
19423,2024 Fall - PSCI 3990-AO - Political Science Internship: Hamline University Facility Services,1
19424,2024 Fall - WRIT 3990-MR - Creative Writing Internship: Managing Editor of the Fulcrum Journal,1
19429,2024 Fall - EXSC 3990-LS3 - Exercise Science Internship: Hamline University Sports Medicine,1
19430,2024 Fall - INTD 3990-EA - Internship: Adventure is Barking,1
19446,2024 Fall - EXSC 3990-BB - Exercise Science Internship: Twin Cities Orthopedics Student Tech,1
19966,2024 Fall - INTD 3990-CL3 - Internship: Food Resource Center at Hamline University,1
19979,2024 Fall - SPAN 5970-ML - Independent Study: Spanish Children's Books,1
19981,2024 Fall - MATH 3980-A-3 - Special Topics: Statistics,1
20021,"2024 Fall - PSY 3990-EA - Psychology Internship: Behavior Technician at Behavior Frontiers, LLC",1
20022,2024 Fall - EXSC 3990-LS4 - Exercise Science Internship: Hamline University Athletic Training Room,1
20065,2024 Fall - INTD 3990-SK2 - Internship: Community Resource at CLUES- Comunidades Latinas Unidas en Servicios,1
20103,2024 Fall - INTD 3990-IM - Internship: Food Justice at Hamline University,1
20105,2024 Fall - INTD 3990-JA2 - Internship: Security,1
20124,2024 Fall - CSPD 6101-1 - Advancing Language and Literacy Knowledge - 1,0
20125,2024 Fall - CSPD 6102-1 - Advancing Language and Literacy Knowledge - 2,0
20126,2024 Fall - CSPD 6103-1 - Advancing Language and Literacy Knowledge - 3,0
20177,2024 Fall - ENCM 1200-MR - Introduction to English Studies: Horror Films: All of Us Monsters,1